,SMILES,HOMO_pred,LUMO_pred,PCE_pred,Similarity,HOMO_nn,LUMO_nn,PCE_nn,SMILES_nn
0,"Cc1nc2c(C(=O)c3coc(-c4cc5sccc5s4)n3)sc(-c3nccc(-c4ccncn4)n3)c2nc1C
",-5.826390743255615,-3.0048418045043945,2.533790111541748,79.42583732057416,-5.891932271393349,-2.83090685869385,1.51389439894366,O=C(c1coc(-c2cc3sccc3s2)n1)c1nccc(-c2nccc(-c3ccncn3)n2)n1
1,"N#Cc1sc(C=Cc2ccnc(-c3sc(C#N)c(-c4nc5ccccc5s4)c3C#N)n2)c(C#N)c1-c1nc2ccccc2[nH]1
",-6.505123138427734,-3.6315579414367676,1.436647653579712,91.40625,-6.34275530062878,-3.6115479355364704,2.32537550083789,N#Cc1sc(C=Cc2ccnc(-c3sc(C#N)c(-c4nc5ccccc5[nH]4)c3C#N)n2)c(C#N)c1-c1nc2ccccc2[nH]1
2,"N#Cc1cc(C#N)c(-c2sc(C#N)c(-c3scc4c3OCCS4)c2C#N)c2c1OCCS2
",-6.027750492095947,-3.2064030170440674,1.7294212579727173,78.3625730994152,-5.8741870672355105,-2.44712112837906,0.6209145616445171,N#Cc1sc(-c2scc3c2OCCS3)c(C#N)c1-c1scc2c1OCCS2
3,"O=C(O)c1c(-c2ncnc(-c3cc4c(s3)-c3sccc3C43OCCO3)n2)csc1C1COc2nsnc2O1
",-5.821993350982666,-2.7071001529693604,1.4232637882232666,91.07142857142857,-5.794551689548651,-2.63763523128341,1.23351832147001,O=C(O)c1c(-c2ccnc(-c3cc4c(s3)-c3sccc3C43OCCO3)n2)csc1C1COc2nsnc2O1
4,"CN1C(=O)C(=Cc2nccc(-c3sc4ccc(C#N)cc4c3-c3oncc3C(=O)O)n2)C(=O)N(C)C1=O
",-6.736235618591309,-3.3582587242126465,0.31261688470840454,91.2621359223301,-6.5681877899393495,-3.4571873994512403,0.914176194993602,CN1C(=O)C(=Cc2ccnc(-c3sc4ccc(C#N)cc4c3-c3oncc3C(=O)O)n2)C(=O)N(C)C1=O
5,"Cn1c(=O)c2c(-c3ncccn3)c3c4ccc(C#N)c5cccc(c3c(-c3cncnn3)c2c1=O)c54
",-6.754875183105469,-3.3988914489746094,0.5768919587135315,100.0,-6.6667892025,-3.35311487978581,0.588638467412994,Cn1c(=O)c2c(-c3cncnn3)c3c4ccc(C#N)c5cccc(c3c(-c3ncccn3)c2c1=O)c54
6,"O=C(O)c1ncnc([Si]2(c3c(C(=O)O)sc4ccc(C#N)cc34)c3nsnc23)n1
",-6.189802169799805,-3.5400376319885254,1.2084052562713623,62.35294117647059,-6.57163585472378,-3.1947079891322594,0.53007888233668,N#Cc1ccc2sc(C(=O)O)c(-c3onc(C4COc5nsnc5O4)c3C(=O)O)c2c1
7,"N#Cc1sc(-c2ncc(-c3nc4ccccc4[nH]3)nn2)c(C#N)c1-c1ncc(-c2nc3ccccc3s2)nn1
",-6.539399147033691,-3.504746198654175,0.9119987487792969,90.43478260869566,-6.748423356,-3.53947615701143,0.684947980867276,N#Cc1sc(-c2ncc(-c3nc4ccccc4s3)nn2)c(C#N)c1-c1ncc(-c2nc3ccccc3s2)nn1
8,"C=Cc1ccnc(-c2ncnc(-c3sc4c(sc5c(F)csc54)c3F)n2)n1
",-6.209050178527832,-2.5942327976226807,0.4402463436126709,87.17948717948718,-5.83859254441674,-2.34580258332746,0.5233298647142179,C=Cc1ccnc(-c2ccnc(-c3sc4c(sc5c(F)csc54)c3F)n2)n1
9,"CN1C(=O)C(=CC2=CC(=C(C#N)C#N)C=C(c3csc(-c4cncnc4)c3C(=O)O)O2)C(=O)N(C)C1=O
",-6.550875186920166,-3.8774654865264893,2.7560088634490967,85.71428571428571,-6.6993710503561195,-4.15785167590407,2.2721276682079803,CN1C(=O)C(=CC2=CC(=C(C#N)C#N)C=C(c3cncnc3)O2)C(=O)N(C)C1=O
10,"Cn1c(=O)c2c(-c3ccc(C(=O)c4ccoc4)s3)c3c4ccc(C#N)c5cccc(c3c(-c3cocc3C(=O)c3cccs3)c2c1=O)c54
",-6.567161560058594,-3.2362446784973145,0.6870303750038147,84.4106463878327,-6.697608572278821,-3.3479804827867503,0.533901041927958,Cn1c(=O)c2c(-c3ccc(C(=O)c4ccoc4)s3)c3c4ccc(C#N)c5cccc(c3c(-c3nocc3C(=O)O)c2c1=O)c54
11,"N#Cc1ccc2sc(C(=Cc3ccc(C(=O)O)cc3)c3ccc(C(=O)O)cc3)c(-c3ncc(C(=O)O)cn3)c2c1
",-6.384316921234131,-3.009354591369629,0.6190345287322998,82.51121076233184,-6.3544523055415,-2.94637144673061,0.535257713320245,N#Cc1ccc2sc(-c3oncc3C(=O)O)c(C(=Cc3ccc(C(=O)O)cc3)c3ccc(C(=O)O)cc3)c2c1
12,"CN1C(=O)C2=C(c3oncc3C(=O)O)N(C)C(=O)C2=C1c1cnc(C2COc3nsnc3O2)nn1
",-6.112233638763428,-3.8829097747802734,4.553919315338135,89.8989898989899,-5.928824843633669,-3.67315133789479,5.8397965795233,CN1C(=O)C2=C(c3oncc3C(=O)O)N(C)C(=O)C2=C1c1ncc(C2COc3nsnc3O2)nn1
13,"O=C(O)c1ccsc1-c1ccnc(-c2csc(C3COc4nsnc4O3)c2C(=O)O)n1
",-6.503815650939941,-2.967482566833496,0.5277172327041626,87.64044943820225,-6.35638429310977,-2.9333821540322296,0.514585179276693,O=C(O)c1ccsc1-c1cnc(-c2csc(C3COc4nsnc4O3)c2C(=O)O)nc1
14,"O=C(n1ccnc1)n1cncc1-c1cnc(-c2cnc(-c3ncc(-c4nccn4C(=O)n4ccnc4)nn3)nn2)nn1
",-6.544652938842773,-3.4041709899902344,0.7194529175758362,91.93548387096774,-6.61682777598922,-3.46778205526943,0.827166321842583,O=C(n1ccnc1)n1cncc1-c1cnc(-c2cnc(-c3ncc(-c4cncn4C(=O)n4ccnc4)nn3)nn2)nn1
15,"N#CC(C#N)=C1C=C(C(=O)O)OC(c2c(F)c(F)c(C3=CC(=C(C#N)C#N)C=C(C(F)(F)F)S3)c(F)c2F)SC(C(F)(F)F)=C1
",-6.9882893562316895,-4.023335933685303,0.9338703751564026,75.1131221719457,-7.017439866344321,-4.21685709567042,1.15936206365985,N#CC(C#N)=C1C=C(c2noc(C3=CC(=C(C#N)C#N)C=C(C(F)(F)F)S3)c2C(=O)O)SC(C(F)(F)F)=C1
16,"O=C(O)c1cnoc1-c1sc(-c2scc3c2SCCS3)c2c1C(=O)c1c(C(F)(F)F)sc(C(F)(F)F)c1C2=O
",-6.054090976715088,-3.3049304485321045,2.72251033782959,90.65420560747664,-6.095350128,-3.2381547555,2.11584427588081,O=C(O)c1cnoc1-c1sc(-c2scc3c2OCCS3)c2c1C(=O)c1c(C(F)(F)F)sc(C(F)(F)F)c1C2=O
17,"C=Cc1ccnc(-c2nccc(C3=CC(=C(C#N)C#N)C=C(C4COc5nsnc5O4)O3)n2)n1
",-6.613676071166992,-3.421830415725708,0.6697047352790833,95.95959595959596,-6.4682800610076105,-3.1795271377525496,0.6866129220054109,C=Cc1ccnc(-c2ccnc(C3=CC(=C(C#N)C#N)C=C(C4COc5nsnc5O4)O3)n2)n1
18,"CN1C(=O)C(=Cc2nccc(-c3nccc(-c4nccc(C=C5SC(=S)N(C)C5=O)n4)n3)n2)SC1=S
",-6.436176300048828,-2.9783084392547607,0.46996891498565674,91.17647058823529,-6.30313340209633,-3.15932692786277,0.9911697103534352,CN1C(=O)C(=Cc2nccc(-c3ccnc(-c4ccnc(C=C5SC(=S)N(C)C5=O)n4)n3)n2)SC1=S
19,"N#CC(C#N)=C1C=COC(c2cocc2C(=O)c2ccc(-c3nocc3C(=O)O)s2)=C1
",-6.416021823883057,-3.063753366470337,0.5569947361946106,95.45454545454545,-6.411723216498951,-3.35418221125768,1.16477535621647,N#CC(C#N)=C1C=COC(c2ccc(C(=O)c3cocc3-c3nocc3C(=O)O)s2)=C1
20,"N#Cc1ccc2sc(-c3nc4ccc(C5COc6nsnc6O5)cc4o3)c(-c3nc4ccccc4o3)c2c1
",-6.340651988983154,-3.0115578174591064,0.5830302238464355,83.87096774193549,-6.36572840645105,-2.96247020824386,0.5392587122193631,N#Cc1ccc2sc(-c3nc4ccccc4o3)c(-c3ccnc(C4COc5nsnc5O4)n3)c2c1
21,"Cc1nc2csc(-c3ccc(C(=O)c4cocc4-c4scc5c4SCCS5)s3)c2nc1C
",-5.626995086669922,-2.7645528316497803,2.98395037651062,78.45303867403315,-5.82534559574307,-2.52080693829401,0.8887217892360408,Cc1nc2csc(-c3cocc3C(=O)c3ccc(-c4sccc4C(=O)O)s3)c2nc1C
22,"O=C(c1coc(-c2cc3sccc3s2)n1)c1cocc1-c1nccc(-c2nc3ccccc3[nH]2)n1
",-5.846744060516357,-2.6627068519592285,1.0865877866744995,75.79908675799086,-5.80890444917032,-2.72472560651925,1.4710658977535802,O=C(c1ccnc(-c2cocc2C(=O)c2ccc(-c3ncccn3)s2)n1)c1coc(-c2cc3sccc3s2)n1
23,"N#CC(C#N)=C1c2ccsc2-c2sc(-c3cnc(-c4ncccn4)nc3)cc21
",-6.109386444091797,-3.9049835205078125,5.178382873535156,90.2439024390244,-6.204195666,-3.9456507525,4.691108842480499,N#CC(C#N)=C1c2ccsc2-c2sc(-c3cnc(-c4nccnn4)nc3)cc21
24,"O=C(O)c1c(F)cc(-c2cc(F)c(-c3nc(F)c(C(=O)O)c4nsnc34)c3nsnc23)c2nsnc12
",-6.838614463806152,-3.7524988651275635,0.9572204351425171,93.06930693069307,-6.75982382238312,-3.78615472500354,1.11606171652555,O=C(O)c1c(F)cc(-c2nc(F)c(-c3cc(F)c(C(=O)O)c4nsnc34)c3nsnc23)c2nsnc12
25,"O=C(c1ccc(-c2c3ccsc3nc3sc(F)c(F)c23)s1)c1cocc1-c1c2ccsc2nc2sc(F)c(F)c12
",-6.110982894897461,-2.6366844177246094,0.5743085741996765,80.55555555555556,-6.00792061314221,-2.67910999144152,0.779866228034274,O=C(c1ccc(-c2c(F)c(F)cc(F)c2F)s1)c1cocc1-c1c2ccsc2nc2sc(F)c(F)c12
26,"CN1C(=O)C2=C(c3cc(F)cc4nsnc34)N(C)C(=O)C2=C1c1cc2c(=O)[nH]c(=O)c3ccc4c(=O)[nH]c(=O)c1c4c32
",-5.73988676071167,-3.9896490573883057,7.828843116760254,82.51121076233184,-5.94881898146313,-4.09277589642785,7.731692124243501,CN1C(=O)C2=C(c3cc4c(=O)[nH]c(=O)c5ccc6c(=O)[nH]c(=O)c3c6c54)N(C)C(=O)C2=C1c1cncnn1
27,"CN1C(=O)C(=Cc2nccc(C=Cc3ncc(-c4cscc4C(=O)O)cn3)n2)C(=O)N(C)C1=O
",-6.453518390655518,-2.783112049102783,0.39052295684814453,85.86956521739131,-6.51026204076367,-3.2808640991709703,0.7611010783530849,CN1C(=O)C(=Cc2ccnc(-c3ncc(-c4cscc4C(=O)O)cn3)n2)C(=O)N(C)C1=O
